ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
008301.OF,人保量化锐进C,人保资产,20201223,混合型,混合型,中证500指数收益率*45%+创业板指数收益率*40%+中债综合全价指数收益率*10%+商业银行活期存款利率*5%,1.5,0.25,0.07,20210930,,,,,,,,,-0.00019999999999997797,-0.003400680136027275,-0.0036000000000000476
010498.OF,国金惠宁中短期利率债A,国金基金,20201223,债券型,债券型,中债-总财富(1-3年)指数收益率*90%+人民币活期存款收益率(税后)*10%,0.25,0.05,0.07,20210930,,,,,,,,,0.0004999999999999449,0.019190404797601306,0.01970000000000005
010916.OF,交银施罗德臻选回报,交银施罗德基金,20201223,混合型,混合型,中证综合债券指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率*5%,0.6,0.15,9.02,20210930,,,,,,,,,0.0021999999999999797,0.07972460586709249,0.08210000000000006
009726.OF,招商中证500等权重指数增强A,招商基金,20201223,股票型,增强指数型,中证500等权重指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,1.2,0.25,1.07,20210930,,,,,,,,,0.015600000000000058,0.28397006695549426,0.30400000000000005
010860.OF,富国中债0-2年国开行C,富国基金,20201222,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,0.01,20210930,,,,,,,,,0.0013000000000000789,0.03330125836412666,0.03464455000000011
010859.OF,富国中债0-2年国开行A,富国基金,20201222,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,25.77,20210930,,,,,,,,,0.0013000000000000789,0.034404194547088776,0.03574892000000007
009837.OF,华夏磐锐一年定开A,华夏基金,20201222,混合型,混合型,中证800指数收益率*70%+中债综合指数收益率*30%,0.6,0.2,2.92,20210331,,,,,,,,,9.999999999998899e-05,0.296070392960704,0.2962
010865.OF,泓德卓远C,泓德基金,20201222,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,17.43,20210930,,,,,,,,,0.017200000000000104,-0.18816358631537564,-0.17420000000000002
010820.OF,安信稳健回报6个月持有C,安信基金,20201222,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*10%,0.8,0.2,0.81,20210930,,,,,,,,,0.0012000000000000899,0.0671194566520175,0.06840000000000002
010536.OF,泰康优势企业A,泰康资产,20201222,混合型,混合型,沪深300指数收益率*75%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率*10%,1.5,0.25,17.54,20210930,,,,,,,,,0.010299999999999976,-0.11174898544986638,-0.10260000000000002
009838.OF,华夏磐锐一年定开C,华夏基金,20201222,混合型,混合型,中证800指数收益率*70%+中债综合指数收益率*30%,0.6,0.2,0.12,20210331,,,,,,,,,0.0,0.29089999999999994,0.29089999999999994
010594.OF,广发睿选三年持有,广发基金,20201222,混合型,混合型,沪深300指数收益率*55%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*20%,1.5,0.25,9.13,20210930,,,,,,,,,0.02059999999999995,-0.030962179110327222,-0.01100000000000001
010983.OF,兴银汇泽87个月定开,兴银基金,20201222,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1%,0.15,0.05,76.95,20210630,,,,,,,,,0.0004999999999999449,0.04102334832583713,0.04154385999999999
010537.OF,泰康优势企业C,泰康资产,20201222,混合型,混合型,沪深300指数收益率*75%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率*10%,1.5,0.25,3.13,20210930,,,,,,,,,0.010099999999999998,-0.116028116028116,-0.10709999999999997
010405.OF,惠升医药健康6个月持有,惠升基金,20201222,混合型,混合型,中信医药指数收益率*60%+恒生医疗保健指数收益率*20%+中债综合全价指数收益率*20%,1.5,0.15,16.72,20210930,,,,,,,,,0.0004999999999999449,-0.13723138430784607,-0.13680000000000003
010746.OF,富安达长三角区域主题,富安达基金,20201222,混合型,混合型,中证长三角领先指数收益率*70%+中债总指数收益率*30%,1.5,0.25,1.45,20210930,,,,,,,,,0.004999999999999893,0.17532338308457726,0.18120000000000003
010551.OF,淳厚欣颐一年持有,淳厚基金,20201222,混合型,混合型,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+经人民币汇率调整的中证港股通综合指数收益率*20%,1.5,0.2,6.48,20210930,,,,,,,,,0.011300000000000088,0.22930881044200532,0.24320000000000008
010601.OF,光大保德信安瑞一年持有C,光大保德信基金,20201222,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+中证港股通综合指数收益率*3%,0.8,0.2,7.6,20210930,,,,,,,,,0.0020999999999999908,0.044606326713900774,0.04679999999999995
010819.OF,安信稳健回报6个月持有A,安信基金,20201222,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*10%,0.8,0.2,1.85,20210930,,,,,,,,,0.0013000000000000789,0.0736043143912912,0.07499999999999996
010864.OF,泓德卓远A,泓德基金,20201222,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,38.45,20210930,,,,,,,,,0.017400000000000082,-0.18163947316689608,-0.1674
010600.OF,光大保德信安瑞一年持有A,光大保德信基金,20201222,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+中证港股通综合指数收益率*3%,0.8,0.2,14.81,20210930,,,,,,,,,0.0021999999999999797,0.04879265615645574,0.05109999999999992
011061.OF,广发安悦回报C,广发基金,20201221,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,2.8,20210930,,,,,,,,,0.006958879349299629,0.048396463830550955,0.05569212833258013
010922.OF,朱雀匠心一年持有,朱雀基金,20201221,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中债综合全价(总值)指数收益率*25%,1.5,0.2,25.79,20210930,,,,,,,,,0.0043999999999999595,0.12146555157307856,0.12640000000000007
010310.OF,德邦锐裕利率债C,德邦基金,20201221,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1,0.0,20210930,,,,,,,,,0.0006999999999999229,0.040983641450984355,0.041712329999999964
010309.OF,德邦锐裕利率债A,德邦基金,20201221,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1,2.13,20210930,,,,,,,,,0.0006999999999999229,0.03040432697112021,0.031125609999999915
009305.OF,汇安恒利39个月定开,汇安基金,20201218,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.3,0.1,42.67,20210630,,,,,,,,,0.0006999999999999229,0.03147796542420314,0.032200000000000006
010507.OF,招商添锦1年定开债,招商基金,20201218,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,10.4,20210930,,,,,,,,,0.0004999999999999449,0.039980009995002536,0.04049999999999998
011020.OF,财通资管消费精选C,财通证券资管,20201218,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,0.07,20210930,,,,,,,,,0.04820000000000002,0.051898492654073654,0.10260000000000002
011024.OF,东兴兴利D,东兴基金,20201218,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,2.91,20210930,,,,,,,,,0.0005646527385657199,0.049417390895410196,0.05000994729907778
010989.OF,南方中证全指房地产ETF联接E,南方基金,20201218,股票型,被动指数型,中证全指房地产指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,0.18,20210930,,,,,,,,,-0.00550080220032091,-0.057616962433740544,-0.06280082512033013
010244.OF,平安瑞尚六个月持有C,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1,0.12,20210930,,,,,,,,,0.0047999999999999154,0.04249601910828044,0.0475000000000001
010990.OF,南方中证申万有色金属ETF联接E,南方基金,20201218,股票型,被动指数型,中证申万有色金属指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,1.55,20210930,,,,,,,,,0.015037593984962308,0.32335802469135816,0.34325814536340854
010239.OF,平安瑞尚六个月持有A,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1,0.81,20210930,,,,,,,,,0.004999999999999893,0.047661691542288616,0.05289999999999995
011057.OF,汇添富丰利短债C,汇添富基金,20201217,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.08,2.98,20210930,,,,,,,,,0.0016480853126512969,0.033488192024777576,0.035191468734852155
010338.OF,国投瑞银远见成长A,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,12.21,20210930,,,,,,,,,0.0016000000000000458,-0.02735623003194897,-0.025800000000000045
010964.OF,鹏华可转债C,鹏华基金,20201217,债券型,债券型,中证可转换债券指数收益率*60%+中债总指数收益率*30%+沪深300指数收益率*10%,1.0,0.2,33.65,20210930,,,,,,,,,0.05400000000000005,0.28083491461100574,0.3500000000000001
010286.OF,海富通成长价值A,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25,22.13,20210930,,,,,,,,,0.014499999999999957,-0.07008378511582054,-0.056599999999999984
010139.OF,宝盈盈沛A,宝盈基金,20201217,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,2.06,20210930,,,,,,,,,0.00029999999999996696,0.03668899330200935,0.03699999999999992
009978.OF,银华招利一年持有期C,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2,2.16,20210930,,,,,,,,,0.00039999999999995595,0.01389444222311078,0.01429999999999998
010659.OF,民生加银质量领先A,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25,32.69,20210930,,,,,,,,,0.009600000000000053,-0.10390253565768631,-0.09530000000000005
010660.OF,民生加银质量领先C,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25,1.48,20210930,,,,,,,,,0.009400000000000075,-0.10748959778085995,-0.09909999999999997
009977.OF,银华招利一年持有期A,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2,10.71,20210930,,,,,,,,,0.0004999999999999449,0.018090954522738636,0.01859999999999995
010140.OF,宝盈盈沛C,宝盈基金,20201217,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,0.02,20210930,,,,,,,,,0.00029521999999992943,0.032884461849172944,0.033189389999999985
010339.OF,国投瑞银远见成长C,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,1.35,20210930,,,,,,,,,0.0014000000000000679,-0.031156381066507005,-0.02980000000000005
010287.OF,海富通成长价值C,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25,2.34,20210930,,,,,,,,,0.01419999999999999,-0.07759810688227173,-0.0645
009904.OF,民生加银中证200指数增强A,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2,0.13,20210930,,,,,,,,,0.054400000000000004,-0.0011380880121396907,0.053199999999999914
010525.OF,富国天兴回报C,富国基金,20201216,混合型,混合型,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.15,1.44,20210930,,,,,,,,,0.0039000000000000146,0.08357406116147036,0.0878000000000001
010489.OF,鹏华优选成长C,鹏华基金,20201216,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,1.15,20210930,,,,,,,,,0.0008999999999999009,-0.08032770506544103,-0.07950000000000002
010775.OF,博时恒旭一年持有A,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15,31.55,20210930,,,,,,,,,0.0008999999999999009,0.01438705165351203,0.015300000000000091
010567.OF,东方恒瑞短债C,东方基金,20201216,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.08,0.5,20210930,,,,,,,,,-9.999999999998899e-05,0.021602160216021665,0.021500000000000075
010805.OF,西藏东财中证新能源汽车A,西藏东财基金,20201216,股票型,被动指数型,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.05,4.86,20210930,,,,,,,,,0.052999999999999936,0.45479582146248826,0.5319
010723.OF,中欧价值成长A,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,35.09,20210930,,,,,,,,,0.011500000000000066,-0.02303509639149787,-0.011800000000000033
010631.OF,惠升和韵66个月定开债,惠升基金,20201216,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+0.75%,0.15,0.05,60.46,20210331,,,,,,,,,0.0004999999999999449,0.033669175412293896,0.03418600999999999
010565.OF,东方恒瑞短债A,东方基金,20201216,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.08,0.3,20210930,,,,,,,,,9.999999999998899e-05,0.02559744025597447,0.025700000000000056
010768.OF,建信利率债策略纯债C,建信基金,20201216,债券型,债券型,中债-国债及政策性银行债指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,0.11,20210930,,,,,,,,,0.0008999999999999009,0.037790008991907466,0.03872402000000008
010776.OF,博时恒旭一年持有C,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15,3.7,20210930,,,,,,,,,0.0006999999999999229,0.010292795043469548,0.010999999999999899
010767.OF,建信利率债策略纯债A,建信基金,20201216,债券型,债券型,中债-国债及政策性银行债指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,13.82,20210930,,,,,,,,,0.0009999999999998899,0.04219915084915092,0.043241349999999956
009905.OF,民生加银中证200指数增强C,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2,0.02,20210930,,,,,,,,,0.054300000000000015,-0.004173385184482557,0.049900000000000055
009626.OF,浦银安盛养老2040三年持有,浦银安盛基金,20201216,混合型,混合型,中债综合指数收益率*51%+中证800指数收益率*49%,0.8,0.15,0.15,20210930,,,,,,,,,0.008099999999999996,-0.01765697847435774,-0.009700000000000042
010403.OF,华商景气优选,华商基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债总全价(总值)指数收益率*20%,1.5,0.25,0.88,20210930,,,,,,,,,0.06630000000000003,0.22217012097908645,0.3031999999999999
010401.OF,新华安康多元收益一年持有A,新华基金,20201216,混合型,混合型,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,0.7,0.15,11.02,20210930,,,,,,,,,0.0042999999999999705,0.052773075774171,0.05729999999999991
010618.OF,兴业消费精选C,兴业基金,20201216,混合型,混合型,中证内地消费主题指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.15,1.69,20210930,,,,,,,,,0.023400000000000087,-0.1264412741840923,-0.10599999999999998
010341.OF,招商产业精选A,招商基金,20201216,股票型,股票型,沪深300指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,37.91,20210930,,,,,,,,,0.03370000000000006,-0.11299216407081358,-0.08309999999999995
010027.OF,景顺长城核心中景一年持有,景顺长城基金,20201216,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中证综合债券指数收益率*20%,1.5,0.25,72.43,20210930,,,,,,,,,0.012399999999999967,-0.10124456736467792,-0.09009999999999996
010724.OF,中欧价值成长C,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,2.59,20210930,,,,,,,,,0.01110000000000011,-0.03075857976461292,-0.020000000000000018
